,nomeParlamentar,siglaPartido,siglaUF,valorLiquido
491,SERGIO SOUZA,MDB,PR,126933.39999999998
492,TONINHO WANDSCHEER,PROS,PR,157948.7200000002
493,ROSSONI,PSDB,PR,24085.47
494,ALEXANDRE VALLE,PR,RJ,34446.439999999995
495,ALTINEU CÔRTES,PL,RJ,119470.27000000002
496,CABO DACIOLO,PATRI,RJ,21427.960000000003
497,CLARISSA GAROTINHO,PROS,RJ,79261.12999999999
498,EZEQUIEL TEIXEIRA,PODE,RJ,33728.909999999996
499,MARCO ANTÔNIO CABRAL,MDB,RJ,29498.85
500,MARCOS SOARES,DEM,RJ,30238.11
501,ROBERTO SALES,DEM,RJ,33999.26999999999
502,ROSANGELA GOMES,PRB,RJ,123889.25000000001
503,SORAYA SANTOS,PL,RJ,100975.94000000012
504,SÓSTENES CAVALCANTE,DEM,RJ,133889.2700000001
505,BETO ROSADO,PP,RN,153881.0999999999
506,ZENAIDE MAIA,PHS,RN,34895.47
507,ANTÔNIO JÁCOME,PODE,RN,42117.13
508,RAFAEL MOTTA,PSB,RN,146387.60000000006
509,WALTER ALVES,MDB,RN,140826.39999999997
510,EXPEDITO NETTO,PSD,RO,161380.1400000002
511,LUCIO MOSQUINI,MDB,RO,105807.20999999995
512,LUIZ CLÁUDIO,PR,RO,42067.62
513,MARIANA CARVALHO,PSDB,RO,112265.69000000003
514,ABEL MESQUITA JR.,DEM,RR,45808.74999999999
515,CARLOS ANDRADE,PHS,RR,43787.74999999999
516,HIRAN GONÇALVES,PP,RR,204550.35000000003
517,REMÍDIO MONAI,PR,RR,40431.24
518,SHÉRIDAN,PSDB,RR,172139.93999999997
519,CARLOS GOMES,PRB,RS,94304.65999999993
520,COVATTI FILHO,PP,RS,65992.65000000001
521,HEITOR SCHUCH,PSB,RS,80367.37999999999
522,JOÃO DERLY,REDE,RS,19307.31
523,GEOVANIA DE SÁ,PSDB,SC,124577.40999999995
524,JOÃO PAULO KLEINÜBING,DEM,SC,14599.809999999996
525,ADELSON BARRETO,PR,SE,21776.020000000008
526,FÁBIO MITIDIERI,PSD,SE,130619.20999999999
527,JOÃO DANIEL,PT,SE,159762.30000000005
528,JONY MARCOS,PRB,SE,39972.81999999999
529,ALEX MANENTE,CIDADANIA,SP,105957.46000000005
530,ANA PERUGINI,PT,SP,22257.19
531,ANDRES SANCHEZ,PT,SP,178.28
532,BALEIA ROSSI,MDB,SP,166174.76000000007
533,EDUARDO CURY,PSDB,SP,127842.00999999994
534,FLAVINHO,PSC,SP,8479.28
535,FLORIANO PESARO,PSDB,SP,31022.72000000001
536,GOULART,PSD,SP,18748.36
537,HERCULANO PASSOS,MDB,SP,108459.22000000002
538,LUIZ LAURO FILHO,PSB,SP,15710.81
539,MARCIO ALVINO,PL,SP,44716.469999999936
540,MIGUEL HADDAD,PSDB,SP,27362.480000000003
541,MIGUEL LOMBARDI,PL,SP,84277.96000000022
542,NILTO TATTO,PT,SP,143898.56999999998
543,ORLANDO SILVA,PCdoB,SP,133325.0200000001
544,JOÃO PAULO PAPA,PSDB,SP,23253.929999999997
545,RENATA ABREU,PODE,SP,141270.7600000001
546,SAMUEL MOREIRA,PSDB,SP,154581.9600000002
547,SÉRGIO REIS,PRB,SP,17716.390000000003
548,VITOR LIPPI,PSDB,SP,110970.4200000001
549,CARLOS HENRIQUE GAGUIM,DEM,TO,145748.91000000032
550,DULCE MIRANDA,MDB,TO,154386.77000000034
551,ROBERTO GÓES,PDT,AP,40124.27000000001
552,GIOVANI FELTES,MDB,RS,81309.00999999991
553,MOSES RODRIGUES,MDB,CE,119033.51
554,RAQUEL MUNIZ,PSD,MG,33964.85
555,BRUNNY,PR,MG,26459.82000000001
556,MARCELO ÁLVARO ANTÔNIO,PSL,MG,-268.56
557,MÁRCIO BIOLCHI,MDB,RS,163466.12000000055
558,MAJOR VITOR HUGO,PSL,GO,33261.109999999986
559,OSMAR BERTOLDI,DEM,PR,31874.579999999994
560,ELIZEU DIONIZIO,PSB,MS,33725.369999999995
561,MERLONG SOLANO,PT,PI,26651.379999999994
562,WADIH DAMOUS,PT,RJ,21464.929999999993
563,FLAVIO NOGUEIRA,PDT,PI,135863.85999999996
564,ZÉ AUGUSTO NALIN,DEM,RJ,11411.230000000001
565,WILSON BESERRA,MDB,RJ,31265.08
566,PAULO EDUARDO MARTINS,PSC,PR,11410.09
567,NIVALDO ALBUQUERQUE,PTB,AL,138029.41000000006
568,CAJAR NARDES,PODE,RS,35379.100000000006
569,ANDRÉ AMARAL,PROS,PB,40681.46000000001
570,MARCELO DELAROLI,PR,RJ,15545.84
571,VAIDON OLIVEIRA,PROS,CE,186618.18000000002
572,LOURIVAL GOMES,PSL,RJ,26101.919999999995
573,TITO,AVANTE,BA,106640.79999999999
574,GREYCE ELIAS,AVANTE,MG,26591.039999999954
575,EMANUEL PINHEIRO NETO,PTB,MT,34508.179999999986
576,PROF. GEDEÃO AMORIM,MDB,AM,41569.55
577,JUNIOR CORINGA,PSD,MS,39332.83000000001
578,DR. LUIZ OVANDO,PSL,MS,23800.040000000008
579,CAMILO CAPIBERIBE,PSB,AP,80887.51999999997
580,ALINE GURGEL,PRB,AP,119846.01999999996
581,FLÁVIA ARRUDA,PL,DF,25161.340000000007
582,DA VITORIA,CIDADANIA,ES,77238.36000000006
583,AMARO NETO,PRB,ES,38936.70999999998
584,ROSE MODESTO,PSDB,MS,81753.33
585,BETO PEREIRA,PSDB,MS,115832.93000000005
586,LÉO MORAES,PODE,RO,41978.6
587,SILVIA CRISTINA,PDT,RO,86829.34000000004
588,CARLOS CHIODINI,MDB,SC,83302.63999999996
589,RICARDO GUIDI,PSD,SC,62207.64999999999
590,OSIRES DAMASO,PSC,TO,109628.89999999989
591,ELI BORGES,SOLIDARIEDADE,TO,35511.229999999996
592,GILSON MARQUES,NOVO,SC,19408.640000000014
593,RODRIGO COELHO,PSB,SC,55938.57999999998
594,DANIEL FREITAS,PSL,SC,124332.70000000004
595,FABIO SCHIOCHET,PSL,SC,121998.73000000003
596,CAROLINE DE TONI,PSL,SC,19033.36
597,CÉLIO MOURA,PT,TO,63833.31000000002
598,FELIPE RIGONI,PSB,ES,41792.889999999956
599,JULIO CESAR RIBEIRO,PRB,DF,58658.14999999999
600,HÉLIO COSTA,PRB,SC,49076.40999999999
601,BIA KICIS,PSL,DF,31765.53999999999
602,LEDA SADALA,AVANTE,AP,73336.1
603,CORONEL ARMANDO,PSL,SC,32362.520000000015
604,PAULA BELMONTE,CIDADANIA,DF,27.59
605,CORONEL CHRISÓSTOMO,PSL,RO,113743.26000000004
606,ACÁCIO FAVACHO,PROS,AP,83738.38999999998
607,CELINA LEÃO,PP,DF,60089.86
608,LUIS MIRANDA,DEM,DF,12378.960000000003
609,LOESTER TRUTIS,PSL,MS,30290.030000000017
610,PROFESSOR ISRAEL BATISTA,PV,DF,11032.9
611,VALDEVAN NOVENTA,PSC,SE,93613.16999999998
612,JOSE MARIO SCHREINER,DEM,GO,42603.81
613,SARGENTO FAHUR,PSD,PR,32994.799999999996
614,BIBO NUNES,PSL,RS,63573.06000000007
615,ELIAS VAZ,PSB,GO,21617.019999999993
616,PROFESSOR ALCIDES,PP,GO,119516.04000000001
617,JOSÉ NELTO,PODE,GO,9588.0
618,FRANCISCO JR.,PSD,GO,78806.85
619,FREI ANASTACIO RIBEIRO,PT,PB,122822.18000000005
620,GERVÁSIO MAIA,PSB,PB,57926.9
621,PEDRO LUPION,DEM,PR,32574.759999999995
622,VERMELHO,PSD,PR,94411.34000000004
623,BOCA ABERTA,PROS,PR,48390.02999999999
624,FELIPE FRANCISCHINI,PSL,PR,53363.36
625,SCHIAVINATO,PP,PR,75959.78000000003
626,ALINE SLEUTJES,PSL,PR,81647.85000000003
627,MARLON SANTOS,PDT,RS,75872.72
628,LUCAS REDECKER,PSDB,RS,47993.50999999997
629,LIZIANE BAYER,PSB,RS,40474.94000000002
630,PEDRO WESTPHALEN,PP,RS,93642.58999999995
631,FERNANDA MELCHIONNA,PSOL,RS,75969.79999999999
632,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE,107069.35000000005
633,DANIEL TRZECIAK,PSDB,RS,24327.379999999954
634,LUISA CANZIANI,PTB,PR,86402.71000000004
635,FILIPE BARROS,PSL,PR,60378.10999999999
636,DR. ZACHARIAS CALIL,DEM,GO,67266.26999999999
637,ALCIDES RODRIGUES,PRP,GO,56228.259999999995
638,AROLDO MARTINS,PRB,PR,93132.01000000004
639,NEREU CRISPIM,PSL,RS,107262.26999999987
640,SANDERSON,PSL,RS,63878.84000000001
641,LUIZÃO GOULART,PRB,PR,71307.34000000001
642,GLAUSTIN FOKUS,PSC,GO,87628.35999999999
643,JULIAN LEMOS,PSL,PB,107864.01999999996
644,EDNA HENRIQUE,PSDB,PB,65582.25
645,OSSESIO SILVA,PRB,PE,63381.18999999999
646,ANDRÉ FERREIRA,PSC,PE,50887.429999999986
647,SILVIO COSTA FILHO,PRB,PE,120656.71000000008
648,CARLOS VERAS,PT,PE,99923.87
649,FERNANDO RODOLFO,PL,PE,163404.22000000015
650,MARÍLIA ARRAES,PT,PE,123187.93000000007
651,JOÃO H. CAMPOS,PSB,PE,57530.91999999998
652,MARGARETE COELHO,PP,PI,115092.8399999999
653,MARCOS AURÉLIO SAMPAIO,MDB,PI,98036.01999999993
654,MARINA SANTOS,SOLIDARIEDADE,PI,102017.95999999999
655,MARCELO CALERO,CIDADANIA,RJ,56971.48999999999
656,DRA. VANDA MILANI,SOLIDARIEDADE,AC,73495.35999999999
657,JESUS SÉRGIO,PDT,AC,76024.87999999999
658,ISNALDO BULHÕES JR.,MDB,AL,50640.20999999998
659,SEVERINO PESSOA,PRB,AL,125240.65000000001
660,SERGIO TOLEDO,PL,AL,50006.21999999999
661,DR. LEONARDO,SOLIDARIEDADE,MT,33811.87999999999
662,CHRISTINO AUREO,PP,RJ,71140.46999999999
663,OTONI DE PAULA,PSC,RJ,88788.68999999997
664,GURGEL,PSL,RJ,81257.86000000003
665,HELIO LOPES,PSL,RJ,46955.52999999999
666,PROFESSOR JOZIEL,PSL,RJ,97893.71000000012
667,FLORDELIS,PSD,RJ,111894.89000000012
668,LUIZ ANTÔNIO CORRÊA,S.PART.,RJ,44940.68999999999
669,NELSON BARBUDO,PSL,MT,12813.339999999997
670,DR. LUIZ ANTONIO TEIXEIRA JR.,PP,RJ,58506.179999999986
671,DELEGADO ANTÔNIO FURTADO,PSL,RJ,67957.73999999992
672,MÁRCIO LABRE,PSL,RJ,97372.25
673,NATÁLIA BONAVIDES,PT,RN,102879.61000000002
674,DANIEL SILVEIRA,PSL,RJ,96079.4200000003
675,LUIZ LIMA,PSL,RJ,63630.29999999999
676,GUTEMBERG REIS,MDB,RJ,88213.33
677,JUNINHO DO PNEU,DEM,RJ,93903.57000000008
678,MAJOR FABIANA,PSL,RJ,71667.09999999996
679,DANIELA DO WAGUINHO,MDB,RJ,83189.60999999999
680,CARLOS JORDY,PSL,RJ,80666.51000000004
681,PAULO GANIME,NOVO,RJ,17410.62
682,CHRIS TONIETTO,PSL,RJ,24020.960000000003
683,WLADIMIR GAROTINHO,PSD,RJ,81824.26000000004
684,TALÍRIA PETRONE,PSOL,RJ,90597.07
685,HAROLDO CATHEDRAL,PSD,RR,77908.21999999997
686,TEREZA NELMA,PSDB,AL,103670.80000000005
687,PROFESSORA ROSA NEIDE,PT,MT,98726.84000000003
688,JOENIA WAPICHANA,REDE,RR,47285.20999999999
689,MANUEL MARCOS,PRB,AC,86322.09999999993
690,MARA ROCHA,PSDB,AC,125442.75999999994
691,JOSÉ MEDEIROS,PODE,MT,54727.880000000005
692,GENERAL GIRÃO,PSL,RN,37849.220000000016
693,JUAREZ COSTA,MDB,MT,81282.3900000001
694,OTACI NASCIMENTO,SOLIDARIEDADE,RR,78269.79000000002
695,CHIQUINHO BRAZÃO,AVANTE,RJ,43109.65999999999
696,FELÍCIO LATERÇA,PSL,RJ,31263.97999999995
697,VINICIUS FARAH,MDB,RJ,97949.24000000051
698,NICOLETTI,PSL,RR,145075.46000000005
699,ROGÉRIO CORREIA,PT,MG,61396.89000000005
700,DR. JAZIEL,PL,CE,83967.13999999998
701,EUCLYDES PETTERSEN,PSC,MG,83436.62000000026
702,VILSON DA FETAEMG,PSB,MG,31520.239999999987
703,GENERAL PETERNELLI,PSL,SP,34659.02
704,LUIZ CARLOS MOTTA,PL,SP,35865.08000000001
705,MAURO BENEVIDES FILHO,PDT,CE,45343.910000000025
706,CAPITÃO WAGNER,PROS,CE,92156.60999999999
707,CÉLIO STUDART,PV,CE,66229.41000000002
708,ROBÉRIO MONTEIRO,PDT,CE,103627.83999999997
709,CHARLLES EVANGELISTA,PSL,MG,87631.65000000007
710,GILBERTO ABRAMO,PRB,MG,41725.79
711,PAULO GUEDES,PT,MG,102505.66999999993
712,FRED COSTA,PATRI,MG,53085.98000000007
713,AIRTON FALEIRO,PT,PA,99103.20999999999
714,CELSO SABINO,PSDB,PA,121654.05000000005
715,JÚNIOR FERRARI,PSD,PA,79024.10000000005
716,OLIVAL MARQUES,DEM,PA,151841.34000000023
717,CÁSSIO ANDRADE,PSB,PA,151153.56999999995
718,EDUARDO COSTA,PTB,PA,91034.68000000005
719,ALENCAR SANTANA BRAGA,PT,SP,55039.68999999996
720,JÚNIOR BOZZELLA,PSL,SP,57511.29
721,ALEXANDRE PADILHA,PT,SP,98048.93000000007
722,CEZINHA DE MADUREIRA,PSD,SP,93288.6
723,VAVÁ MARTINS,PRB,PA,87180.01
724,MARCOS PEREIRA,PRB,SP,77567.93999999999
725,CARLA ZAMBELLI,PSL,SP,69300.68000000002
726,IGOR TIMO,PODE,MG,92631.93000000002
727,ÁUREA CAROLINA,PSOL,MG,42233.140000000014
728,FRANCO CARTAFINA,PP,MG,43685.5900000002
729,DAVID SOARES,DEM,SP,107004.55999999995
730,DELEGADO MARCELO FREITAS,PSL,MG,62663.17
731,GUIGA PEIXOTO,PSL,SP,38664.9700000001
732,CORONEL TADEU,PSL,SP,34546.98999999999
733,ANDRÉ JANONES,AVANTE,MG,48041.090000000055
734,ALEXIS FONTEYNE,NOVO,SP,46476.01999999996
735,ZÉ VITOR,PL,MG,104748.71999999999
736,DR. FREDERICO,PATRI,MG,62527.02000000003
737,TIAGO MITRAUD,NOVO,MG,12168.15999999999
738,CABO JUNIO AMARAL,PSL,MG,25747.009999999937
739,ABOU ANNI,PSL,SP,23689.839999999993
740,MARCO BERTAIOLLI,PSD,SP,46006.65000000002
741,LUCAS GONZALEZ,NOVO,MG,63858.840000000026
742,PINHEIRINHO,PP,MG,69707.04000000001
743,ROSANA VALLE,PSB,SP,59889.27999999992
744,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,PSL,SP,16544.719999999998
745,GENINHO ZULIANI,DEM,SP,101010.65000000004
746,ADRIANA VENTURA,NOVO,SP,23686.000000000015
747,POLICIAL KATIA SASTRE,PL,SP,47045.88000000003
748,RODRIGO AGOSTINHO,PSB,SP,25864.669999999995
749,GUILHERME DERRITE,PP,SP,112586.7399999997
750,VINICIUS POIT,NOVO,SP,16433.44999999999
751,IDILVAN ALENCAR,PDT,CE,102655.72000000003
752,TABATA AMARAL,PDT,SP,95369.92
753,SÂMIA BOMFIM,PSOL,SP,73358.87000000001
754,KIM KATAGUIRI,DEM,SP,30762.03
755,ENRICO MISASI,PV,SP,49503.68999999981
756,PAULO BENGTSON,PTB,PA,124600.02000000003
757,HERCÍLIO COELHO DINIZ,MDB,MG,70.09
758,MARIA ROSAS,PRB,SP,85780.95000000003
759,EDUARDO BISMARCK,PDT,CE,70881.14
760,DENIS BEZERRA,PSB,CE,91750.52999999998
761,LUIZ FLÁVIO GOMES,PSB,SP,56865.97
762,ALEXANDRE FROTA,PSL,SP,59168.08999999999
763,ALÊ SILVA,PSL,MG,88341.41000000002
764,JOICE HASSELMANN,PSL,SP,34102.06
765,LÉO MOTTA,PSL,MG,50005.33000000005
766,HEITOR FREIRE,PSL,CE,107115.31999999999
767,AJ ALBUQUERQUE,PP,CE,84407.91999999997
768,JÚNIOR MANO,PL,CE,120021.25999999997
769,BOSCO SARAIVA,SOLIDARIEDADE,AM,158062.9300000002
770,EDUARDO BRAIDE,PMN,MA,64629.759999999966
771,PASTOR SARGENTO ISIDÓRIO,AVANTE,BA,51038.01000000001
772,ABÍLIO SANTANA,PL,BA,105506.48999999998
773,JOSÉ RICARDO,PT,AM,89589.73000000005
774,MARCELO RAMOS,PL,AM,148838.39
775,SIDNEY LEITE,PSD,AM,49491.80999999998
776,MARCELO NILO,PSB,BA,130328.92000000003
777,ZÉ NETO,PT,BA,63372.120000000046
778,ADOLFO VIANA,PSDB,BA,42051.22000000001
779,BIRA DO PINDARÉ,PSB,MA,75790.61000000002
780,EDILÁZIO JÚNIOR,PSD,MA,100925.78000000007
781,JOSIMAR MARANHÃOZINHO,PL,MA,95525.22999999998
782,IGOR KANNÁRIO,PHS,BA,41892.43000000001
783,PROFESSORA DAYANE PIMENTEL,PSL,BA,78621.39000000003
784,MARRECA FILHO,PATRI,MA,140105.3100000001
785,RAIMUNDO COSTA,PL,BA,61894.15000000004
786,DELEGADO PABLO,PSL,AM,149252.3700000002
787,PASTOR GILDENEMYR,PMN,MA,67156.1
788,ALEX SANTANA,PDT,BA,116015.16000000002
789,CAPITÃO ALBERTO NETO,PRB,AM,74827.43999999999
790,OTTO ALENCAR FILHO,PSD,BA,62103.97
791,JUNIOR LOURENÇO,PL,MA,35539.560000000005
792,GIL CUTRIM,PDT,MA,111692.78000000001
793,JOÃO ROMA,PRB,BA,75098.81999999998
794,WASHINGTON CORAÇÃO VALENTE,PDT,RS,6053.39
795,FELIPE SOUZA,PHS,AM,38164.31
796,MARFIZA GALVÃO,PSD,AC,26585.429999999993
797,GUSTAVO MITRE,PHS,MG,16012.909999999996
798,CORONEL BITTENCOURT,PRB,MS,36900.09999999999
799,CARLA STEPHANINI,MDB,MS,23504.630000000005
800,CHARLES FERNANDES,PSD,BA,69755.2
801,DAVID MIRANDA,PSOL,RJ,41165.650000000016
802,JORGE BRAZ,PRB,RJ,66169.12999999995
803,MARCELO BRUM,PSL,RS,73595.74999999999
804,REINHOLD STEPHANES JUNIOR,PSD,PR,86841.65000000001
805,TED CONTI,PSB,ES,67324.41
806,BIA CAVASSA,PSDB,MS,65361.35999999998
807,ENÉIAS REIS,PSL,MG,49953.63
808,JOSEILDO RAMOS,PT,BA,63101.9
